ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00503,CUST-0058,2026-05-18 09:50,login_failure,Cannot sign in,We need this dealt with today. The login page rejects our details even after a reset. We are considering cancelling.,High,angry,4
TICK-00504,CUST-0036,2026-07-04 06:50,notification_failure,Alerts stopped,"Following up on this, We used to get a notification for every new entry and they have gone quiet. Hoping for a quick reply.",High,annoyed,5
TICK-00505,CUST-0076,2026-07-19 09:50,dashboard_bug,Chart will not load,This is now the third time I am writing. One panel stays blank no matter how many times I refresh. We expect a reply today.,High,angry,8
TICK-00506,CUST-0054,2026-06-23 11:50,how_to_question,Where do I find my invoices,This is unacceptable. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Medium,angry,3
TICK-00507,CUST-0200,2026-06-25 18:50,billing_error,Still being billed after cancelling,"Following up on this, We cancelled last month and a payment has gone out again. Please could someone look at this.",Low,annoyed,5
TICK-00508,CUST-0141,2026-03-17 09:50,payment_failure,Card declined for everyone,"Hi there, Every transaction today has been rejected, including test cards. Thanks for your help.",High,calm,1
TICK-00509,CUST-0127,2026-07-27 21:50,slow_performance,The platform is very slow,"Hello, Pages take around thirty seconds to load. Thanks for your help.",Low,calm,3
TICK-00510,CUST-0188,2026-05-08 17:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. Please escalate this immediately.,Medium,angry,6
TICK-00511,CUST-0043,2026-06-15 10:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Critical,annoyed,5
TICK-00512,CUST-0029,2026-06-26 00:50,compliance_request,Retention policy question,"Following up on this, We need written confirmation of how long you keep our deleted records. Please could someone look at this.",Medium,annoyed,1
TICK-00513,CUST-0091,2026-05-14 21:50,account_lockout,Too many attempts message,This is unacceptable. We are stuck on a lockout screen and the timer never clears. We are considering cancelling.,Medium,angry,3
TICK-00514,CUST-0179,2026-03-14 16:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. Hoping for a quick reply.",Medium,annoyed,2
TICK-00515,CUST-0049,2026-04-18 14:50,data_loss,Missing data after sync,"Hello again, Half our project list vanished after the sync ran last night. This is holding us up.",High,annoyed,2
TICK-00516,CUST-0078,2026-07-03 21:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. This is holding us up.",Low,annoyed,4
TICK-00517,CUST-0197,2026-07-18 11:50,integration_failure,Integration stopped syncing,This is unacceptable. Nothing has come through from the connected tool since Tuesday. We expect a reply today.,Critical,angry,3
TICK-00518,CUST-0067,2026-06-07 22:50,password_reset,Reset email not arriving,"Good morning, I have requested a new password four times and nothing comes through. Thanks for your help.",Low,calm,2
TICK-00519,CUST-0112,2026-04-16 03:50,payment_failure,Card declined for everyone,"This is unacceptable. Every transaction today has been rejected, including test cards. Please escalate this immediately.",Critical,angry,5
TICK-00520,CUST-0078,2026-04-03 00:50,feature_request,Dark mode request,"Hello again, Any chance of a dark theme, we work late most evenings. Please could someone look at this.",Low,annoyed,5
TICK-00521,CUST-0070,2026-04-23 22:50,how_to_question,Where do I find my invoices,"Hi there, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Medium,calm,1
TICK-00522,CUST-0127,2026-03-02 12:50,login_failure,Sign in loop,We need this dealt with today. It accepts my password then sends me straight back to the login screen. We are considering cancelling.,Critical,angry,4
TICK-00523,CUST-0007,2026-05-26 20:50,how_to_question,Question about permissions,"Hi there, How do I give a colleague access without making them an admin. Thanks for your help.",Low,calm,3
TICK-00524,CUST-0037,2026-03-04 01:50,how_to_question,Where do I find my invoices,"Hi, I have looked in settings and cannot see a billing history anywhere. Hoping for a quick reply.",Low,annoyed,5
TICK-00525,CUST-0119,2026-05-03 16:50,slow_performance,Slow since the update,"Hi there, Everything has been sluggish since the change you made last week. Thanks for your help.",Low,calm,2
TICK-00526,CUST-0071,2026-02-16 19:50,security_incident,Suspicious activity on our account,This is unacceptable. There are logins from a country none of our staff are in. We expect a reply today.,Medium,angry,4
TICK-00527,CUST-0078,2026-02-22 23:50,password_reset,New password not accepted,We need this dealt with today. I changed my password and now the new one is rejected. We are considering cancelling.,Medium,angry,6
TICK-00528,CUST-0188,2026-05-26 06:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Low,annoyed,7
TICK-00529,CUST-0019,2026-03-14 14:50,slow_performance,Search is crawling,"Hi, Running a search takes almost a minute to return anything. This is holding us up.",Medium,annoyed,1
TICK-00530,CUST-0112,2026-06-06 13:50,how_to_question,Where do I find my invoices,"Following up on this, I have looked in settings and cannot see a billing history anywhere. Please could someone look at this.",Low,annoyed,6
TICK-00531,CUST-0187,2026-06-28 23:50,dashboard_bug,Chart will not load,This is unacceptable. One panel stays blank no matter how many times I refresh. Please escalate this immediately.,Medium,angry,7
TICK-00532,CUST-0031,2026-04-14 21:50,slow_performance,Search is crawling,"Hello again, Running a search takes almost a minute to return anything. This is holding us up.",Medium,annoyed,2
TICK-00533,CUST-0179,2026-04-21 15:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We are considering cancelling.,Low,angry,3
TICK-00534,CUST-0016,2026-07-21 21:50,data_export_failure,Corrupted export file,This is now the third time I am writing. The file downloads but will not open in Excel. Please escalate this immediately.,Low,angry,4
TICK-00535,CUST-0058,2026-08-06 01:50,dashboard_bug,Dashboard display problem,"Hi, One of the charts is showing the wrong labels. Please could someone look at this.",Low,annoyed,5
TICK-00536,CUST-0110,2026-04-19 22:50,integration_failure,Connection keeps dropping,"Hello again, The integration disconnects on its own every few hours. Please could someone look at this.",Medium,annoyed,5
TICK-00537,CUST-0185,2026-04-17 16:50,account_lockout,Account suspended without warning,"Hello, We logged in this morning and the account is disabled. No rush, whenever you get a chance.",Low,calm,5
TICK-00538,CUST-0140,2026-05-03 17:50,data_export_failure,Export is broken,This is unacceptable. The CSV download stops halfway and the file is unusable. We expect a reply today.,High,angry,4
TICK-00539,CUST-0181,2026-06-04 02:50,password_reset,New password not accepted,"Hello, I changed my password and now the new one is rejected. No rush, whenever you get a chance.",Low,calm,3
TICK-00540,CUST-0009,2026-04-05 23:50,account_lockout,Locked out of our account,"Hello again, We have been shut out and cannot get back in. This is holding us up.",Medium,annoyed,4
TICK-00541,CUST-0009,2026-06-02 03:50,integration_failure,Connection keeps dropping,"Hi there, The integration disconnects on its own every few hours. Many thanks.",High,calm,5
TICK-00542,CUST-0185,2026-02-18 22:50,password_reset,New password not accepted,We need this dealt with today. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,6
TICK-00543,CUST-0175,2026-08-01 20:50,password_reset,Reset email not arriving,"Following up on this, I have requested a new password four times and nothing comes through. Hoping for a quick reply.",Low,annoyed,5
TICK-00544,CUST-0083,2026-03-04 03:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. Hoping for a quick reply.",Medium,annoyed,3
TICK-00545,CUST-0067,2026-07-29 02:50,feature_request,Feature suggestion,This is now the third time I am writing. It would help if we could sort the table by date. We expect a reply today.,High,angry,3
TICK-00546,CUST-0016,2026-05-26 22:50,password_reset,New password not accepted,We need this dealt with today. I changed my password and now the new one is rejected. We are considering cancelling.,High,angry,5
TICK-00547,CUST-0175,2026-03-28 17:50,slow_performance,Slow since the update,This is unacceptable. Everything has been sluggish since the change you made last week. Please escalate this immediately.,High,angry,6
TICK-00548,CUST-0156,2026-06-02 16:50,data_export_failure,Corrupted export file,"Following up on this, The file downloads but will not open in Excel. Hoping for a quick reply.",Medium,annoyed,1
TICK-00549,CUST-0058,2026-07-28 11:50,integration_failure,Duplicate records from sync,We need this dealt with today. The sync is creating three copies of every record. We are considering cancelling.,Critical,angry,6
TICK-00550,CUST-0093,2026-04-13 12:50,data_export_failure,Cannot download report,We need this dealt with today. The export button spins for a while and then nothing happens. Please escalate this immediately.,Medium,angry,7
TICK-00551,CUST-0033,2026-05-18 04:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We expect a reply today.,Low,angry,3
TICK-00552,CUST-0198,2026-03-07 15:50,login_failure,Sign in loop,We need this dealt with today. It accepts my password then sends me straight back to the login screen. We expect a reply today.,Medium,angry,4
TICK-00553,CUST-0100,2026-04-22 01:50,password_reset,New password not accepted,"Hello again, I changed my password and now the new one is rejected. Please could someone look at this.",Low,annoyed,2
TICK-00554,CUST-0162,2026-02-22 04:50,slow_performance,The platform is very slow,"Good morning, Pages take around thirty seconds to load. Thanks for your help.",Medium,calm,2
TICK-00555,CUST-0151,2026-02-16 18:50,account_lockout,Locked out of our account,"Following up on this, We have been shut out and cannot get back in. This is holding us up.",Medium,annoyed,4
TICK-00556,CUST-0188,2026-07-05 13:50,data_export_failure,Cannot download report,This is unacceptable. The export button spins for a while and then nothing happens. We are considering cancelling.,High,angry,8
TICK-00557,CUST-0037,2026-06-09 10:50,payment_failure,Payments are not going through,We need this dealt with today. Card charges keep failing at the final step. We expect a reply today.,Critical,angry,6
TICK-00558,CUST-0117,2026-05-17 06:50,account_lockout,Account suspended without warning,This is unacceptable. We logged in this morning and the account is disabled. Please escalate this immediately.,Low,angry,5
TICK-00559,CUST-0130,2026-04-29 14:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. We expect a reply today.,High,angry,3
TICK-00560,CUST-0063,2026-03-02 15:50,login_failure,Sign in loop,This is unacceptable. It accepts my password then sends me straight back to the login screen. We are considering cancelling.,Medium,angry,3
TICK-00561,CUST-0143,2026-05-26 22:50,notification_failure,Notifications arriving late,"Hi there, Alerts turn up about six hours after the thing happened. Many thanks.",Medium,calm,6
TICK-00562,CUST-0154,2026-04-25 23:50,billing_error,Double charged this month,"Hi there, We have two identical charges on the same date. No rush, whenever you get a chance.",Medium,calm,6
TICK-00563,CUST-0126,2026-04-26 17:50,notification_failure,Not receiving emails,"Hi there, Alert emails are not arriving in any of our inboxes. Thanks for your help.",Medium,calm,4
TICK-00564,CUST-0163,2026-07-08 09:50,how_to_question,How do I do this,"Following up on this, I cannot work out where to change the account settings. Please could someone look at this.",Low,annoyed,3
TICK-00565,CUST-0181,2026-06-08 07:50,api_failure,Authentication failing on API,This is now the third time I am writing. Our key worked yesterday and is now rejected on every call. Please escalate this immediately.,Critical,angry,4
TICK-00566,CUST-0188,2026-04-01 05:50,account_lockout,Too many attempts message,This is now the third time I am writing. We are stuck on a lockout screen and the timer never clears. We expect a reply today.,Low,angry,9
TICK-00567,CUST-0097,2026-03-26 06:50,dashboard_bug,Dashboard display problem,"Hi, One of the charts is showing the wrong labels. This is holding us up.",Medium,annoyed,2
TICK-00568,CUST-0080,2026-03-07 03:50,feature_request,Feature suggestion,This is now the third time I am writing. It would help if we could sort the table by date. Please escalate this immediately.,Medium,angry,5
TICK-00569,CUST-0130,2026-03-13 16:50,account_lockout,Too many attempts message,We need this dealt with today. We are stuck on a lockout screen and the timer never clears. We are considering cancelling.,Medium,angry,4
TICK-00570,CUST-0022,2026-03-06 09:50,payment_failure,Payments are not going through,This is now the third time I am writing. Card charges keep failing at the final step. Please escalate this immediately.,High,angry,5
TICK-00571,CUST-0010,2026-02-25 10:50,api_failure,API returning errors,"Following up on this, Our integration is getting 500 errors on most calls. Hoping for a quick reply.",Critical,annoyed,5
TICK-00572,CUST-0020,2026-07-07 05:50,billing_error,Charged the wrong amount,"Hello, The invoice does not match the plan we are on. No rush, whenever you get a chance.",Medium,calm,2
TICK-00573,CUST-0112,2026-06-19 09:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. We expect a reply today.,Medium,angry,7
TICK-00574,CUST-0119,2026-03-06 07:50,data_export_failure,Export is broken,This is now the third time I am writing. The CSV download stops halfway and the file is unusable. We expect a reply today.,Medium,angry,3
TICK-00575,CUST-0118,2026-04-19 07:50,api_failure,Authentication failing on API,We need this dealt with today. Our key worked yesterday and is now rejected on every call. We are considering cancelling.,High,angry,4
TICK-00576,CUST-0165,2026-07-11 02:50,dashboard_bug,Numbers do not match,"Hello, The total on the dashboard is different to the total in the report. No rush, whenever you get a chance.",Low,calm,2
TICK-00577,CUST-0158,2026-06-26 00:50,dashboard_bug,Dashboard display problem,"Hi, One of the charts is showing the wrong labels. This is holding us up.",Low,annoyed,3
TICK-00578,CUST-0171,2026-03-06 02:50,slow_performance,Search is crawling,This is unacceptable. Running a search takes almost a minute to return anything. We expect a reply today.,Medium,angry,3
TICK-00579,CUST-0183,2026-03-19 10:50,login_failure,Sign in loop,"Following up on this, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Medium,annoyed,4
TICK-00580,CUST-0192,2026-04-11 03:50,password_reset,Reset email not arriving,"Hello again, I have requested a new password four times and nothing comes through. Please could someone look at this.",High,annoyed,2
TICK-00581,CUST-0181,2026-03-12 21:50,account_lockout,Too many attempts message,This is unacceptable. We are stuck on a lockout screen and the timer never clears. We expect a reply today.,Medium,angry,5
TICK-00582,CUST-0181,2026-07-24 18:50,feature_request,Feature suggestion,"Hi, It would help if we could sort the table by date. Hoping for a quick reply.",Low,annoyed,6
TICK-00583,CUST-0082,2026-03-30 10:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. We are considering cancelling.,Low,angry,3
TICK-00584,CUST-0114,2026-05-13 14:50,compliance_request,Retention policy question,This is now the third time I am writing. We need written confirmation of how long you keep our deleted records. Please escalate this immediately.,Critical,angry,3
TICK-00585,CUST-0023,2026-04-09 04:50,login_failure,Cannot sign in,This is now the third time I am writing. The login page rejects our details even after a reset. We expect a reply today.,Medium,angry,2
TICK-00586,CUST-0080,2026-05-13 22:50,compliance_request,Subject access request,"Hi, A customer has asked for a copy of everything you hold on them. Please could someone look at this.",Critical,annoyed,6
TICK-00587,CUST-0116,2026-06-04 03:50,how_to_question,Where do I find my invoices,"Hello again, I have looked in settings and cannot see a billing history anywhere. Please could someone look at this.",Low,annoyed,4
TICK-00588,CUST-0067,2026-03-08 13:50,data_export_failure,Export is broken,This is unacceptable. The CSV download stops halfway and the file is unusable. We are considering cancelling.,Critical,angry,4
TICK-00589,CUST-0003,2026-06-20 11:50,login_failure,Cannot sign in,"Hello again, The login page rejects our details even after a reset. Hoping for a quick reply.",Medium,annoyed,2
TICK-00590,CUST-0063,2026-02-22 23:50,account_lockout,Account suspended without warning,"Hi, We logged in this morning and the account is disabled. Please could someone look at this.",Medium,annoyed,4
TICK-00591,CUST-0179,2026-07-27 16:50,password_reset,Password reset needed,We need this dealt with today. The reset link never arrives in my inbox. Please escalate this immediately.,Low,angry,4
TICK-00592,CUST-0045,2026-04-09 07:50,account_lockout,Too many attempts message,"Hi, We are stuck on a lockout screen and the timer never clears. Please could someone look at this.",Medium,annoyed,3
TICK-00593,CUST-0181,2026-03-23 02:50,account_lockout,Account suspended without warning,"Hello again, We logged in this morning and the account is disabled. Hoping for a quick reply.",Critical,annoyed,7
TICK-00594,CUST-0088,2026-02-25 09:50,slow_performance,Slow since the update,This is now the third time I am writing. Everything has been sluggish since the change you made last week. We are considering cancelling.,Medium,angry,3
TICK-00595,CUST-0124,2026-07-17 20:50,data_loss,Deleted records we did not delete,"Hi, A folder of client files is gone and nobody on our side removed it. Hoping for a quick reply.",Critical,annoyed,5
TICK-00596,CUST-0168,2026-03-14 08:50,password_reset,New password not accepted,"Following up on this, I changed my password and now the new one is rejected. Please could someone look at this.",Medium,annoyed,2
TICK-00597,CUST-0137,2026-02-20 06:50,feature_request,Dark mode request,"Hi there, Any chance of a dark theme, we work late most evenings. Thanks for your help.",High,calm,2
TICK-00598,CUST-0013,2026-06-15 00:50,password_reset,Password reset needed,"Following up on this, The reset link never arrives in my inbox. Hoping for a quick reply.",Medium,annoyed,3
TICK-00599,CUST-0190,2026-05-13 06:50,billing_error,Still being billed after cancelling,This is unacceptable. We cancelled last month and a payment has gone out again. Please escalate this immediately.,Medium,angry,4
TICK-00600,CUST-0186,2026-05-03 23:50,notification_failure,Not receiving emails,"Hello again, Alert emails are not arriving in any of our inboxes. This is holding us up.",Medium,annoyed,6
TICK-00601,CUST-0030,2026-04-09 07:50,how_to_question,How do I do this,We need this dealt with today. I cannot work out where to change the account settings. We are considering cancelling.,High,angry,4
TICK-00602,CUST-0103,2026-07-01 17:50,password_reset,Password reset needed,"Hello again, The reset link never arrives in my inbox. This is holding us up.",Low,annoyed,5
TICK-00603,CUST-0187,2026-08-10 18:50,dashboard_bug,Chart will not load,This is unacceptable. One panel stays blank no matter how many times I refresh. Please escalate this immediately.,High,angry,8
TICK-00604,CUST-0173,2026-04-19 04:50,billing_error,Still being billed after cancelling,This is unacceptable. We cancelled last month and a payment has gone out again. We expect a reply today.,High,angry,3
TICK-00605,CUST-0091,2026-02-28 12:50,integration_failure,Connection keeps dropping,We need this dealt with today. The integration disconnects on its own every few hours. We expect a reply today.,High,angry,4
TICK-00606,CUST-0147,2026-04-16 21:50,account_lockout,Account suspended without warning,We need this dealt with today. We logged in this morning and the account is disabled. Please escalate this immediately.,High,angry,3
TICK-00607,CUST-0058,2026-03-31 11:50,how_to_question,Question about permissions,This is now the third time I am writing. How do I give a colleague access without making them an admin. We are considering cancelling.,Low,angry,7
TICK-00608,CUST-0108,2026-03-28 12:50,slow_performance,Slow since the update,This is now the third time I am writing. Everything has been sluggish since the change you made last week. We expect a reply today.,Critical,angry,4
TICK-00609,CUST-0168,2026-05-25 08:50,billing_error,Double charged this month,"Hello again, We have two identical charges on the same date. This is holding us up.",Medium,annoyed,3
TICK-00610,CUST-0176,2026-04-23 23:50,notification_failure,Notifications arriving late,We need this dealt with today. Alerts turn up about six hours after the thing happened. We are considering cancelling.,Medium,angry,4
TICK-00611,CUST-0099,2026-08-06 22:50,payment_failure,Payments are not going through,"Following up on this, Card charges keep failing at the final step. This is holding us up.",High,annoyed,7
TICK-00612,CUST-0131,2026-06-18 08:50,notification_failure,Notifications arriving late,This is now the third time I am writing. Alerts turn up about six hours after the thing happened. We expect a reply today.,Medium,angry,3
TICK-00613,CUST-0193,2026-05-13 01:50,account_lockout,Account suspended without warning,"Good morning, We logged in this morning and the account is disabled. No rush, whenever you get a chance.",Low,calm,2
TICK-00614,CUST-0184,2026-07-02 03:50,login_failure,Sign in loop,"Hello, It accepts my password then sends me straight back to the login screen. Many thanks.",Medium,calm,1
TICK-00615,CUST-0094,2026-06-22 20:50,dashboard_bug,Dashboard display problem,This is unacceptable. One of the charts is showing the wrong labels. We expect a reply today.,Critical,angry,2
TICK-00616,CUST-0124,2026-06-05 13:50,login_failure,Sign in loop,"Hello, It accepts my password then sends me straight back to the login screen. No rush, whenever you get a chance.",High,calm,6
TICK-00617,CUST-0004,2026-08-03 19:50,how_to_question,Where do I find my invoices,This is now the third time I am writing. I have looked in settings and cannot see a billing history anywhere. Please escalate this immediately.,Medium,angry,5
TICK-00618,CUST-0146,2026-03-12 08:50,slow_performance,The platform is very slow,This is now the third time I am writing. Pages take around thirty seconds to load. We expect a reply today.,High,angry,3
TICK-00619,CUST-0078,2026-04-28 04:50,compliance_request,Data deletion request,We need this dealt with today. We need a customer's personal data removed under GDPR. We are considering cancelling.,High,angry,7
TICK-00620,CUST-0111,2026-03-12 07:50,how_to_question,How do I do this,We need this dealt with today. I cannot work out where to change the account settings. We expect a reply today.,Low,angry,5
TICK-00621,CUST-0166,2026-03-17 20:50,account_lockout,Too many attempts message,"Hello again, We are stuck on a lockout screen and the timer never clears. This is holding us up.",Critical,annoyed,4
TICK-00622,CUST-0195,2026-06-09 23:50,slow_performance,Slow since the update,We need this dealt with today. Everything has been sluggish since the change you made last week. We are considering cancelling.,High,angry,3
TICK-00623,CUST-0054,2026-06-22 09:50,integration_failure,Integration stopped syncing,"Hi, Nothing has come through from the connected tool since Tuesday. This is holding us up.",Medium,annoyed,4
TICK-00624,CUST-0078,2026-03-22 20:50,billing_error,Double charged this month,This is unacceptable. We have two identical charges on the same date. Please escalate this immediately.,Medium,angry,8
TICK-00625,CUST-0005,2026-04-06 12:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Hoping for a quick reply.",Medium,annoyed,2
TICK-00626,CUST-0063,2026-03-01 19:50,login_failure,Team cannot log in,This is unacceptable. Four of my colleagues are getting an invalid credentials message. We expect a reply today.,Critical,angry,5
TICK-00627,CUST-0073,2026-05-05 00:50,payment_failure,Checkout is broken,This is now the third time I am writing. Our customers reach the payment page and then get an error. We are considering cancelling.,Critical,angry,5
TICK-00628,CUST-0177,2026-04-13 17:50,security_incident,Unrecognised device on our account,"Good morning, We can see a session we did not start and cannot end it. No rush, whenever you get a chance.",Critical,calm,3
TICK-00629,CUST-0006,2026-02-21 04:50,login_failure,Cannot sign in,"Following up on this, The login page rejects our details even after a reset. Please could someone look at this.",Medium,annoyed,2
TICK-00630,CUST-0018,2026-07-16 02:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. We expect a reply today.",Low,angry,3
TICK-00631,CUST-0190,2026-03-20 10:50,login_failure,Sign in loop,"Following up on this, It accepts my password then sends me straight back to the login screen. This is holding us up.",Medium,annoyed,5
TICK-00632,CUST-0150,2026-06-23 22:50,dashboard_bug,Chart will not load,This is unacceptable. One panel stays blank no matter how many times I refresh. We expect a reply today.,Low,angry,3
TICK-00633,CUST-0018,2026-05-27 12:50,api_failure,API returning errors,"Hello again, Our integration is getting 500 errors on most calls. Hoping for a quick reply.",Critical,annoyed,4
TICK-00634,CUST-0054,2026-06-16 06:50,billing_error,Still being billed after cancelling,"Hi, We cancelled last month and a payment has gone out again. Please could someone look at this.",High,annoyed,5
TICK-00635,CUST-0049,2026-08-12 13:50,data_export_failure,Export is broken,This is unacceptable. The CSV download stops halfway and the file is unusable. We are considering cancelling.,High,angry,3
TICK-00636,CUST-0077,2026-04-26 16:50,data_export_failure,Cannot download report,This is now the third time I am writing. The export button spins for a while and then nothing happens. Please escalate this immediately.,High,angry,3
TICK-00637,CUST-0054,2026-06-16 10:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Please could someone look at this.",Low,annoyed,6
TICK-00638,CUST-0104,2026-08-03 08:50,notification_failure,Alerts stopped,"Hi, We used to get a notification for every new entry and they have gone quiet. Hoping for a quick reply.",High,annoyed,3
TICK-00639,CUST-0024,2026-08-14 19:50,slow_performance,Slow since the update,This is unacceptable. Everything has been sluggish since the change you made last week. We are considering cancelling.,Medium,angry,5
TICK-00640,CUST-0147,2026-07-13 16:50,login_failure,Cannot sign in,"Following up on this, The login page rejects our details even after a reset. Please could someone look at this.",Medium,annoyed,4
TICK-00641,CUST-0172,2026-06-26 11:50,notification_failure,Alerts stopped,This is unacceptable. We used to get a notification for every new entry and they have gone quiet. Please escalate this immediately.,Medium,angry,2
TICK-00642,CUST-0061,2026-03-29 13:50,login_failure,Cannot sign in,We need this dealt with today. The login page rejects our details even after a reset. We expect a reply today.,High,angry,5
TICK-00643,CUST-0066,2026-05-17 07:50,api_failure,Authentication failing on API,This is unacceptable. Our key worked yesterday and is now rejected on every call. We expect a reply today.,Critical,angry,3
TICK-00644,CUST-0183,2026-04-01 08:50,account_lockout,Locked out of our account,"Following up on this, We have been shut out and cannot get back in. Please could someone look at this.",High,annoyed,5
TICK-00645,CUST-0013,2026-06-21 20:50,how_to_question,Where do I find my invoices,"Hi, I have looked in settings and cannot see a billing history anywhere. Hoping for a quick reply.",Low,annoyed,4
TICK-00646,CUST-0109,2026-03-24 06:50,how_to_question,Question about permissions,This is unacceptable. How do I give a colleague access without making them an admin. We expect a reply today.,Low,angry,2
TICK-00647,CUST-0153,2026-03-25 00:50,password_reset,Password reset needed,"Hello again, The reset link never arrives in my inbox. Please could someone look at this.",Medium,annoyed,4
TICK-00648,CUST-0186,2026-08-11 08:50,feature_request,Dark mode request,"Hello again, Any chance of a dark theme, we work late most evenings. Hoping for a quick reply.",Low,annoyed,7
TICK-00649,CUST-0032,2026-08-01 01:50,integration_failure,Duplicate records from sync,"Hello again, The sync is creating three copies of every record. Hoping for a quick reply.",High,annoyed,4
TICK-00650,CUST-0027,2026-03-20 10:50,payment_failure,Payments are not going through,We need this dealt with today. Card charges keep failing at the final step. Please escalate this immediately.,High,angry,7
TICK-00651,CUST-0092,2026-05-16 07:50,payment_failure,Payments are not going through,We need this dealt with today. Card charges keep failing at the final step. Please escalate this immediately.,High,angry,3
TICK-00652,CUST-0165,2026-03-24 01:50,password_reset,Reset email not arriving,"Following up on this, I have requested a new password four times and nothing comes through. This is holding us up.",Low,annoyed,3
TICK-00653,CUST-0103,2026-06-14 08:50,how_to_question,How do I do this,This is now the third time I am writing. I cannot work out where to change the account settings. We expect a reply today.,Low,angry,6
TICK-00654,CUST-0065,2026-04-26 06:50,billing_error,Double charged this month,"Hello again, We have two identical charges on the same date. Please could someone look at this.",Medium,annoyed,3
TICK-00655,CUST-0200,2026-04-28 23:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We are considering cancelling.,High,angry,6
TICK-00656,CUST-0052,2026-04-26 20:50,account_lockout,Account suspended without warning,"Hello, We logged in this morning and the account is disabled. Thanks for your help.",Medium,calm,1
TICK-00657,CUST-0051,2026-04-20 22:50,payment_failure,Checkout is broken,This is now the third time I am writing. Our customers reach the payment page and then get an error. We expect a reply today.,High,angry,6
TICK-00658,CUST-0083,2026-02-27 06:50,password_reset,New password not accepted,"Hi there, I changed my password and now the new one is rejected. Thanks for your help.",Low,calm,4
TICK-00659,CUST-0006,2026-06-12 12:50,how_to_question,Where do I find my invoices,"Hi, I have looked in settings and cannot see a billing history anywhere. Hoping for a quick reply.",Low,annoyed,3
TICK-00660,CUST-0068,2026-06-30 03:50,slow_performance,Search is crawling,This is now the third time I am writing. Running a search takes almost a minute to return anything. We expect a reply today.,High,angry,2
TICK-00661,CUST-0155,2026-07-27 21:50,data_export_failure,Export is broken,"Hello again, The CSV download stops halfway and the file is unusable. Hoping for a quick reply.",Medium,annoyed,2
TICK-00662,CUST-0089,2026-05-21 00:50,slow_performance,Slow since the update,"Hi there, Everything has been sluggish since the change you made last week. Many thanks.",Medium,calm,3
TICK-00663,CUST-0078,2026-04-29 16:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. We expect a reply today.,High,angry,9
TICK-00664,CUST-0188,2026-02-27 02:50,login_failure,Cannot sign in,This is now the third time I am writing. The login page rejects our details even after a reset. We expect a reply today.,High,angry,10
TICK-00665,CUST-0088,2026-06-13 01:50,login_failure,Sign in loop,"Hello again, It accepts my password then sends me straight back to the login screen. Please could someone look at this.",Medium,annoyed,4
TICK-00666,CUST-0143,2026-04-25 11:50,compliance_request,Retention policy question,"Hi, We need written confirmation of how long you keep our deleted records. Please could someone look at this.",Medium,annoyed,7
TICK-00667,CUST-0025,2026-06-25 05:50,how_to_question,Where do I find my invoices,This is now the third time I am writing. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Medium,angry,4
TICK-00668,CUST-0075,2026-06-23 01:50,payment_failure,Checkout is broken,"Hi, Our customers reach the payment page and then get an error. This is holding us up.",Critical,annoyed,2
TICK-00669,CUST-0064,2026-03-04 01:50,billing_error,Charged the wrong amount,This is unacceptable. The invoice does not match the plan we are on. We are considering cancelling.,Medium,angry,4
TICK-00670,CUST-0073,2026-04-08 08:50,api_failure,API timing out,"Hello again, Requests hang for thirty seconds and then fail. Hoping for a quick reply.",High,annoyed,6
TICK-00671,CUST-0198,2026-06-16 20:50,dashboard_bug,Numbers do not match,We need this dealt with today. The total on the dashboard is different to the total in the report. We expect a reply today.,Medium,angry,5
TICK-00672,CUST-0176,2026-06-02 19:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We are considering cancelling.,Medium,angry,5
